File,Page No,Line No,Headline,Category,Block Headline,Item List Headline,Name,Parameter,Comment,Description,See Also,Source
KSP_Reference_Manual_Fixed.txt.py,275,9580,21. Built-in Variables and Constants,General,,,$CURRENT_SCRIPT_SLOT,,,"This variable returns the script slot of the current script (zero-based, i.e. the first script slot is 0).",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,275,9585,21. Built-in Variables and Constants,General,,,%GROUPS_SELECTED,group-idx,,"Each index of this variable array points to the group with the same index.
If a group is selected for editing, the corresponding array cell contains a 1, otherwise 0.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,275,9591,21. Built-in Variables and Constants,General,,,$NI_ASYNC_EXIT_STATUS,,,"This variable returns a value of 1 if the command that triggered the on async_complete callback
has successfully completed its action. 0 if the command could not complete its action, e.g. file not
found.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,275,9598,21. Built-in Variables and Constants,General,,,$NI_ASYNC_ID,,,This variable returns the ID of the command that triggered the on async_complete callback.,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,275,9603,21. Built-in Variables and Constants,General,,,$NI_BUS_OFFSET,,,"This constant is to be used in the <generic> part of the engine parameter commands to point to
the instrument bus level. Add the index of the bus you wish to address, e.g. $NI_BUS_OFFSET + 2
will point to instrument bus 3.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,275,9610,21. Built-in Variables and Constants,General,,,$NUM_GROUPS,,,This variable returns the total amount of groups in an instrument.,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,275,9615,21. Built-in Variables and Constants,General,,,$NUM_OUTPUT_CHANNELS,,,"This variable returns the total amount of output channels of the respective Kontakt multi, not
counting Aux channels.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,275,9621,21. Built-in Variables and Constants,General,,,$NUM_ZONES,,,This variable returns the total amount of zones in an instrument.,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,275,9626,21. Built-in Variables and Constants,General,,,$PLAYED_VOICES_INST,,,This variable returns the amount of played voices for the current instrument.,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,275,9631,21. Built-in Variables and Constants,General,,,$PLAYED_VOICES_TOTAL,,,This variable returns the amount of played voices for all instruments.,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,276,9638,21. Built-in Variables and Constants,General,,,$REF_GROUP_IDX,,,This variable returns the group index of the currently viewed group in Kontakt's instrument edit view.,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,276,9645,21. Built-in Variables and Constants,General,Path Variables,The following path variables are available,$GET_FOLDER_LIBRARY_DIR,,,"If used with a patch which belongs to a Kontakt Player encoded library: library folder.
macOS: /Users/<UserName>/Documents/Native Instruments/User Content/
Windows: C:\Users\<UserName>\Documents\Native Instruments\User Content\",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,276,9650,21. Built-in Variables and Constants,General,Path Variables,"If used with an unencoded patch: the User Content folder, which is found as follows",$GET_FOLDER_FACTORY_DIR,,,"The factory data folder of Kontakt, mainly used for loading factory IR samples.
Note: This is not the Kontakt Factory Library folder!",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,276,9653,21. Built-in Variables and Constants,General,Path Variables,"If used with an unencoded patch: the User Content folder, which is found as follows",$GET_FOLDER_PATCH_DIR,,,"The folder in which the patch is saved.
If the patch was not saved before, an empty string is returned.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,276,9656,21. Built-in Variables and Constants,General,Path Variables,"If used with an unencoded patch: the User Content folder, which is found as follows",$GET_FOLDER_RC_DIR,,,"The folder in which the Resource Container is saved. This path is generally recommended to be
used when referencing other files in the library structure (for example, NKA or MIDI files), since the
path to Resource Container is the same for Kontakt Player encoded library and unencoded patches.
If no Resource Container is set for the insturment, an empty string is returned.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,276,9666,21. Built-in Variables and Constants,General,Time Machine Pro Variables,,$NI_VL_TMPRO_STANDARD,,,"User access for the two voice limits (Standard and High Quality) of the Time Machine Pro, to be
used with set_voice_limit() and get_voice_limit().",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,276,9667,21. Built-in Variables and Constants,General,Time Machine Pro Variables,,$NI_VL_TMPRO_HQ,,,"User access for the two voice limits (Standard and High Quality) of the Time Machine Pro, to be
used with set_voice_limit() and get_voice_limit().",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9672,21. Built-in Variables and Constants,Events and MIDI,,,$ALL_GROUPS,,,"This constant addresses all groups in the instrument when used with disallow_group(),
allow_group() or set_event_par_arr() functions.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9678,21. Built-in Variables and Constants,Events and MIDI,,,$ALL_EVENTS,,,"This constant addresses all events in functions which deal with an event ID number.
It also works with MIDI object commands that require a MIDI event ID.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9684,21. Built-in Variables and Constants,Events and MIDI,,,$MARK_1,,,"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9684,21. Built-in Variables and Constants,Events and MIDI,,,$MARK_2,,,"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9684,21. Built-in Variables and Constants,Events and MIDI,,,$MARK_3,,,"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9684,21. Built-in Variables and Constants,Events and MIDI,,,$MARK_4,,,"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9684,21. Built-in Variables and Constants,Events and MIDI,,,$MARK_5,,,"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9684,21. Built-in Variables and Constants,Events and MIDI,,,$MARK_6,,,"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9684,21. Built-in Variables and Constants,Events and MIDI,,,$MARK_7,,,"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9684,21. Built-in Variables and Constants,Events and MIDI,,,$MARK_8,,,"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9684,21. Built-in Variables and Constants,Events and MIDI,,,$MARK_9,,,"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9684,21. Built-in Variables and Constants,Events and MIDI,,,$MARK_10,,,"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9684,21. Built-in Variables and Constants,Events and MIDI,,,$MARK_11,,,"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9684,21. Built-in Variables and Constants,Events and MIDI,,,$MARK_12,,,"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9684,21. Built-in Variables and Constants,Events and MIDI,,,$MARK_13,,,"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9684,21. Built-in Variables and Constants,Events and MIDI,,,$MARK_14,,,"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9684,21. Built-in Variables and Constants,Events and MIDI,,,$MARK_15,,,"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9684,21. Built-in Variables and Constants,Events and MIDI,,,$MARK_16,,,"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9684,21. Built-in Variables and Constants,Events and MIDI,,,$MARK_17,,,"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9684,21. Built-in Variables and Constants,Events and MIDI,,,$MARK_18,,,"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9684,21. Built-in Variables and Constants,Events and MIDI,,,$MARK_19,,,"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9684,21. Built-in Variables and Constants,Events and MIDI,,,$MARK_20,,,"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9684,21. Built-in Variables and Constants,Events and MIDI,,,$MARK_21,,,"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9684,21. Built-in Variables and Constants,Events and MIDI,,,$MARK_22,,,"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9684,21. Built-in Variables and Constants,Events and MIDI,,,$MARK_23,,,"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9684,21. Built-in Variables and Constants,Events and MIDI,,,$MARK_24,,,"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9684,21. Built-in Variables and Constants,Events and MIDI,,,$MARK_25,,,"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9684,21. Built-in Variables and Constants,Events and MIDI,,,$MARK_26,,,"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9684,21. Built-in Variables and Constants,Events and MIDI,,,$MARK_27,,,"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9684,21. Built-in Variables and Constants,Events and MIDI,,,$MARK_28,,,"These constants can be used to create a bitmask that is used to group events at will.
It is intended to be used with by_marks() , set_event_mark(), get_event_mark(),
delete_event_mark(), mf_set_mark() and mf_get_mark() commands.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9691,21. Built-in Variables and Constants,Events and MIDI,,,%CC,controller-number,,"This variable array contains the current value for the specified MIDI CC (continuous controller)
message.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9697,21. Built-in Variables and Constants,Events and MIDI,,,$CC_NUM,,,"This variable contains the MIDI CC (continuous controller) number of the controller which triggered
the on controller callback.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9703,21. Built-in Variables and Constants,Events and MIDI,,,%CC_TOUCHED,controller-number,,"This variable array updates itself whenever a MIDI CC value is changed - 1 if the specified MIDI CC
value has changed, 0 otherwise.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9709,21. Built-in Variables and Constants,Events and MIDI,,,$EVENT_ID,,,"This variable contains the unique ID number of the event which triggered the on note or on
release callback.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9715,21. Built-in Variables and Constants,Events and MIDI,,,$CURRENT_EVENT,,,"This variable contains the unique ID number of the currently selected MIDI event, i.e. the MIDI event
at the position marker.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9721,21. Built-in Variables and Constants,Events and MIDI,,,$EVENT_NOTE,,,"This variable contains the note number of the event which triggered the on note or on release
callback.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,277,9727,21. Built-in Variables and Constants,Events and MIDI,,,$EVENT_VELOCITY,,,This variable contains the velocity of the note which triggered the on note callback.,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,278,9736,21. Built-in Variables and Constants,Events and MIDI,Event Parameter Constants,Event parameters to be used with set_event_par() and get_event_par(),$EVENT_PAR_0,,,,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,278,9736,21. Built-in Variables and Constants,Events and MIDI,Event Parameter Constants,Event parameters to be used with set_event_par() and get_event_par(),$EVENT_PAR_1,,,,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,278,9736,21. Built-in Variables and Constants,Events and MIDI,Event Parameter Constants,Event parameters to be used with set_event_par() and get_event_par(),$EVENT_PAR_2,,,,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,278,9736,21. Built-in Variables and Constants,Events and MIDI,Event Parameter Constants,Event parameters to be used with set_event_par() and get_event_par(),$EVENT_PAR_3,,,,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,278,9737,21. Built-in Variables and Constants,Events and MIDI,Event Parameter Constants,Event parameters to be used with set_event_par() and get_event_par(),$EVENT_PAR_VOLUME,,,,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,278,9738,21. Built-in Variables and Constants,Events and MIDI,Event Parameter Constants,Event parameters to be used with set_event_par() and get_event_par(),$EVENT_PAR_PAN,,,,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,278,9739,21. Built-in Variables and Constants,Events and MIDI,Event Parameter Constants,Event parameters to be used with set_event_par() and get_event_par(),$EVENT_PAR_TUNE,,,,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,278,9740,21. Built-in Variables and Constants,Events and MIDI,Event Parameter Constants,Event parameters to be used with set_event_par() and get_event_par(),$EVENT_PAR_NOTE,,,,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,278,9741,21. Built-in Variables and Constants,Events and MIDI,Event Parameter Constants,Event parameters to be used with set_event_par() and get_event_par(),$EVENT_PAR_VELOCITY,,,,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,278,9742,21. Built-in Variables and Constants,Events and MIDI,Event Parameter Constants,Event parameters to be used with set_event_par() and get_event_par(),$EVENT_PAR_MIDI_CHANNEL,,,,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,352,12730,25. Multi Script,Multi Script Command Arguments,Event Parameter Constants,Event parameters which can be used with get_event_par() and set_event_par(),$EVENT_PAR_MIDI_CHANNEL,,,,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,278,9744,21. Built-in Variables and Constants,Events and MIDI,Event Parameter Constants,Event parameters to be used with set_event_par_arr() and get_event_par_arr(),$EVENT_PAR_ALLOW_GROUP,,,,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,278,9745,21. Built-in Variables and Constants,Events and MIDI,Event Parameter Constants,Event parameters to be used with set_event_par_arr() and get_event_par_arr(),$EVENT_PAR_CUSTOM,,,,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,278,9746,21. Built-in Variables and Constants,Events and MIDI,Event Parameter Constants,Event parameters to be used with set_event_par_arr() and get_event_par_arr(),$EVENT_PAR_MOD_VALUE_ID,,,,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,278,9747,21. Built-in Variables and Constants,Events and MIDI,Event Parameter Constants,Event parameters to be used with set_event_par_arr() and get_event_par_arr(),$EVENT_PAR_MOD_VALUE_EX_ID,,,,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,278,9749,21. Built-in Variables and Constants,Events and MIDI,Event Parameter Constants,Event parameters to be used with get_event_par() only,$EVENT_PAR_SOURCE,,"-1 if event originates from outside, otherwise slot number 0 ... 4",,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,278,9750,21. Built-in Variables and Constants,Events and MIDI,Event Parameter Constants,Event parameters to be used with get_event_par() only,$EVENT_PAR_PLAY_POS,,Returns the absolute position of the play cursor within a zone in microseconds,,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,278,9751,21. Built-in Variables and Constants,Events and MIDI,Event Parameter Constants,Event parameters to be used with get_event_par() only,$EVENT_PAR_ZONE_ID,,Returns the zone ID of the event- Can only be used with active events. Returns -1 if no zone is triggered. Returns the highest zone ID if more than one zone is triggered by the event. Make sure the voice is running by writing e.g. wait (1) before retrieving the zone ID!,,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,278,9753,21. Built-in Variables and Constants,Events and MIDI,Event Parameter Constants,Event parameters to be used with set_event_par() and get_event_par() in multi scripts only,$EVENT_PAR_MIDI_COMMAND,,,,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,352,12731,25. Multi Script,Multi Script Command Arguments,Event Parameter Constants,Event parameters which can be used with get_event_par() and set_event_par(),$EVENT_PAR_MIDI_COMMAND,,,,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,278,9754,21. Built-in Variables and Constants,Events and MIDI,Event Parameter Constants,Event parameters to be used with set_event_par() and get_event_par() in multi scripts only,$EVENT_PAR_MIDI_BYTE_1,,,,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,352,12732,25. Multi Script,Multi Script Command Arguments,Event Parameter Constants,Event parameters which can be used with get_event_par() and set_event_par(),$EVENT_PAR_MIDI_BYTE_1,,,,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,278,9755,21. Built-in Variables and Constants,Events and MIDI,Event Parameter Constants,Event parameters to be used with set_event_par() and get_event_par() in multi scripts only,$EVENT_PAR_MIDI_BYTE_2,,,,$EVENT_PAR_MIDI_BYTE_2,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,352,12733,25. Multi Script,Multi Script Command Arguments,Event Parameter Constants,Event parameters which can be used with get_event_par() and set_event_par(),$EVENT_PAR_MIDI_BYTE_2,,,,$EVENT_PAR_MIDI_BYTE_2,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,278,9757,21. Built-in Variables and Constants,Events and MIDI,Event Parameter Constants,Event parameters to be used with mf_set_event_par() and mf_get_event_par(),$EVENT_PAR_POS,,,,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,278,9758,21. Built-in Variables and Constants,Events and MIDI,Event Parameter Constants,Event parameters to be used with mf_set_event_par() and mf_get_event_par(),$EVENT_PAR_NOTE_LENGTH,,,,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,278,9759,21. Built-in Variables and Constants,Events and MIDI,Event Parameter Constants,Event parameters to be used with mf_set_event_par() and mf_get_event_par(),$EVENT_PAR_ID,,,,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,278,9760,21. Built-in Variables and Constants,Events and MIDI,Event Parameter Constants,Event parameters to be used with mf_set_event_par() and mf_get_event_par(),$EVENT_PAR_TRACK_NR,,,,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,278,9763,21. Built-in Variables and Constants,Events and MIDI,,,%EVENT_PAR,event-par,,"This variable array contains values of $EVENT_PAR_0... $EVENT_PAR_3 along with
$EVENT_PAR_CUSTOM indices 4-15, valid for $EVENT_ID.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,278,9771,21. Built-in Variables and Constants,Events and MIDI,Event Status Constants,These are values returned by event_status() command,$EVENT_STATUS_INACTIVE,,,,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,278,9772,21. Built-in Variables and Constants,Events and MIDI,Event Status Constants,These are values returned by event_status() command,$EVENT_STATUS_NOTE_QUEUE,,,,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,278,9773,21. Built-in Variables and Constants,Events and MIDI,Event Status Constants,These are values returned by event_status() command,$EVENT_STATUS_MIDI_QUEUE,,Multi script only,,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,279,9778,21. Built-in Variables and Constants,Events and MIDI,,,%GROUPS_AFFECTED,,,"This variable array contains indices of those groups that are affected by the current MIDI Note On or
Note Off events.
The size of the array changes depending on the number of groups the event affects, so use the
num_elements() command to get the correct array size.
The returned indices come before any allow_group() or disallow_group() commands, so it
can be used to analyze the mapping of the instrument.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,279,9788,21. Built-in Variables and Constants,Events and MIDI,,,$NOTE_HELD,,,"This variable contains 1 if the key which triggered the callback is still held, 0 otherwise.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,279,9793,21. Built-in Variables and Constants,Events and MIDI,,,%POLY_AT,note-number,,This variable array contains current values of MIDI Polyphonic Aftertouch for all MIDI note numbers.,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,279,9798,21. Built-in Variables and Constants,Events and MIDI,,,$POLY_AT_NUM,,,"This variable contains the note number of the MIDI Polyphonic Aftertouch event which triggered the
on poly_at callback.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,279,9804,21. Built-in Variables and Constants,Events and MIDI,,,$RPN_ADDRESS,,,This variable contains the address of a received RPN or NRPN message (0... 16383).,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,279,9809,21. Built-in Variables and Constants,Events and MIDI,,,$RPN_VALUE,,,This variable contains the value of a received RPN or NRPN message (0... 16383).,,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,279,9814,21. Built-in Variables and Constants,Events and MIDI,,,$VCC_MONO_AT,,,"This constant specifies Virtual Continuous Controller for mono aftertouch (MIDI Channel Pressure
message), mainly for use in on controller callback or set_controller() command.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,279,9820,21. Built-in Variables and Constants,Events and MIDI,,,$VCC_PITCH_BEND,,,"This constant specifies Virtual Continuous Controller for MIDI Pitch Bend messages, mainly for use
in on controller callback or set_controller() command.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,279,9826,21. Built-in Variables and Constants,Events and MIDI,,,$VNC_PITCH_BEND,,,"This constant specifies Virtual Note Controller for MIDI 2.0 Per-Note Pitch Bend messages, mainly
for use in on_note_controller callback, or set_note_controller() command.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,279,9832,21. Built-in Variables and Constants,Events and MIDI,,,%KEY_DOWN,note-number,,"This variable array contains the current state of all keys. 1 if the key is held, 0 otherwise.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,280,9839,21. Built-in Variables and Constants,Events and MIDI,,,%KEY_DOWN_OCT,note-number,,"This variable array contains 1 if a note, independent of the octave, is held. 0 otherwise. Due to this,
the note number should be a value between 0 (C) and 11 (B).",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,281,9850,21. Built-in Variables and Constants,Time and Transport,Date And Time Variables,,$NI_DATE_YEAR,,,"These variables return the current date and time as set by the operating system, in form of integer
values.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,281,9851,21. Built-in Variables and Constants,Time and Transport,Date And Time Variables,,$NI_DATE_MONTH,,1 ... 12,"These variables return the current date and time as set by the operating system, in form of integer
values.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,281,9852,21. Built-in Variables and Constants,Time and Transport,Date And Time Variables,,$NI_DATE_DAY,,1 ... 31,"These variables return the current date and time as set by the operating system, in form of integer
values.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,281,9853,21. Built-in Variables and Constants,Time and Transport,Date And Time Variables,,$NI_TIME_HOUR,,0 ... 23,"These variables return the current date and time as set by the operating system, in form of integer
values.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,281,9854,21. Built-in Variables and Constants,Time and Transport,Date And Time Variables,,$NI_TIME_MINUTE,,0 ... 59,"These variables return the current date and time as set by the operating system, in form of integer
values.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,281,9855,21. Built-in Variables and Constants,Time and Transport,Date And Time Variables,,$NI_TIME_SECOND,,0 ... 59,"These variables return the current date and time as set by the operating system, in form of integer
values.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,281,9858,21. Built-in Variables and Constants,Time and Transport,,,$DISTANCE_BAR_START,,,"This variable returns the time of a MIDI Note On message in microseconds from the beginning of
the current bar, with respect to the current tempo.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,281,9864,21. Built-in Variables and Constants,Time and Transport,,,$DURATION_BAR,,,"This variable returns the duration in microseconds of one bar with respect to the current tempo.
It only works if the clock is running, otherwise it will return 0.
You can also retrieve the duration of one bar by using $SIGNATURE_NUM and $SIGNATURE_DENOM
in combination with various $DURATION_ constants.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,281,9875,21. Built-in Variables and Constants,Time and Transport,Note Duration,,$DURATION_QUARTER,,,"These variables return the duration of a note in microseconds, with respect to the current
tempo.",,BUILT-IN
KSP_Reference_Manual_Fixed.txt.py,281,9876,21. Built-in Variables and Constants,Time and Transport,Note Duration,,$DURATION_EIGHTH,,,"These variables return the duration of a note in microseconds, with respect to the current
tempo.",,BUILT-IN
